,Date,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude
5014,15-Jun-1945,Unprovoked,swimming,M,,FATAL,Y,1600,Not Determined,19450615,"AUSTRALIA Queensland Trinity Beach, Cairns",-16.7882092,145.695884
5015,08-May-1945,Unprovoked,swimming,M,,"FATAL, large gash to thigh",Y,9999,Not Determined,19450508,"USA North Carolina Ocracoke Inlet, Carteret County",35.0861054,-76.0333885
5016,06-Mar-1945,Unprovoked,walking,M,37,"Right leg bitten knee to foot, surgically amputated",N,1630,Thought to involve a Zambesi shark,19450306,SOUTH AFRICA KwaZulu-Natal Scottburgh,-30.2862643,30.7551101
5019,1945,Unprovoked,playing,M,,FATAL,Y,9999,Not Determined,19450000,CUBA Havana Province Cojimar,23.1627464,-82.2994793
5020,1945,Unprovoked,bathing,F,8,Foot bitten,N,9999,Not Determined,19450000,"PANAMA Colon Province Mouth of Rio Dudio, 50 miles west of the city of Colon",9.1851989,-80.0534923
5021,1945,Unprovoked,swimming,M,15,Left foot bitten,N,1200,Bull shark,19450000,IRAQ Basrah Shatt-al Arab River,30.8322839,47.557984
5023,02-Dec-1944,Provoked,fishing,Not Determined,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,9999,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",19441202,USA Florida 3 miles north of the inlet at Palm Beach,26.5456827,-80.04449819999999
5032,03-Sep-1944,Unprovoked,swimming,M,13,Laceration to right lower leg,N,9999,Not Determined,19440903,USA Maryland North Beach,38.70734059999999,-76.5310669
5034,20-Aug-1944,Unprovoked,swimming,M,19,"FATAL, body not recovered",Y,1400,Not Determined,19440820,SOUTH AFRICA KwaZulu-Natal Margate,-30.8458684,30.37237409999999
5035,22-Jul-144,Unprovoked,swimming,M,17,"FATAL, body not recovered",Y,1630,"White shark, according to witnesses",19440722,SOUTH AFRICA Western Cape Province Hartenbos,-34.1216695,22.0983105
5037,31-May-1944,Unprovoked,bathing,F,15,Left calf bitten,N,9999,1.8 m [6'] blacktip shark or spinner shark,19440531,"USA Florida Atlantic Beach, Mayport,  Duval County",30.3344077,-81.398696
5041,26-Mar-1944,Unprovoked,treading,M,18,Left thigh bitten,N,1730,Not Determined,19440326,"SOUTH AFRICA KwaZulu-Natal Country Club Beach, Durban",-29.8291667,31.0363889
5042,26-Mar-1944,Unprovoked,standing,M,23,"FATAL, left thigh & calf bitten  ",Y,1000,Not Determined,19440326,"SOUTH AFRICA KwaZulu-Natal North Beach, Durban",-29.8475749,31.0349434
5043,14-Mar-1944,Unprovoked,treading,M,16,Ankle severely lacerated,N,1730,Not Determined,19440314,"SOUTH AFRICA KwaZulu-Natal Country Club Beach, Durban",-29.8291667,31.0363889
5044,27-Feb-1944,Unprovoked,treading,M,,Foot & ankle lacerated,N,1430,2.1 m [7'] shark,19440227,SOUTH AFRICA Western Cape Province False Bay,-34.1291678,18.4461507
5046,20-Jan-1944,Unprovoked,surfing,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Y,1315,Not Determined,19440120,"SOUTH AFRICA KwaZulu-Natal North Beach, Durban",-29.8475749,31.0349434
5048,14-Jan-1944,Unprovoked,surfing,M,14,"Both legs bitten, one surgically amputated",N,1700,Not Determined,19440114,"AUSTRALIA New South Wales First Beach, Forster",-32.1776503,152.5122457
5049,04-Jan-1944,Unprovoked,swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,1750,Not Determined,19440104,"SOUTH AFRICA KwaZulu-Natal North Beach, Durban",-29.8475749,31.0349434
5053,12-Dec-1943,Unprovoked,treading,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Y,1130,Not Determined,19431212,"SOUTH AFRICA KwaZulu-Natal Inyoni Rocks, Amazimtoti ",-30.05003749999999,30.8894924
5055,21-Nov-1943,Unprovoked,swimming,M,,Right foot lacerated,N,9999,Not Determined,19431121,SOUTH AFRICA Eastern Cape Province Kei River Mouth,-32.5774366,28.1726744
5058,23-Sep-1943,Unprovoked,dived,M,20,"FATAL, left leg  & shoulder bitten  ",Y,1435,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",19430923,"PANAMA Gulf of Panama North shore of Rey Island, Las Perlas archipelago",8.4318812,-78.95123699999999
5070,21-Mar-1943,Unprovoked,swimming,M,31,"FATAL, thigh lacerated, both calves bitten  ",Y,1610,Not Determined,19430321,"SOUTH AFRICA KwaZulu-Natal North Beach, Durban",-29.8475749,31.0349434
5075,Summer 1943,Unprovoked,swimming,Not Determined,,FATAL,Y,9999,Not Determined,19430000,"MEXICO Veracruz Villa del Mar Beach, Veracruz",19.1822328,-96.12401349999999
5078,Fall 1943,Unprovoked,spearfishing,M,,Calf nipped in each case,N,9999,"""small sharks""",19430000,"USA Hawaii Midway Island, Northwestern Hawaiian Islands",28.2100759,-177.3761105
5079,Fall 1943,Unprovoked,spearfishing,M,,Calf nipped in each case,N,9999,"""small sharks""",19430000,"USA Hawaii Midway Island, Northwestern Hawaiian Islands",28.2100759,-177.3761105
5081,26-Dec-1942,Unprovoked,standing,F,15,"FATAL, legs bitten ",Y,1050,Bull shark,19421226,"AUSTRALIA New South Wales Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",-33.7806576,151.2151164
5083,25-Nov-1942,Unprovoked,swimming,M,38,"Calf bitten, leg surgically amputated",N,9999,Not Determined,19421125,SOUTH AFRICA KwaZulu-Natal Umkomaas,-30.2006785,30.7838403
5089,01-Nov-1942,Unprovoked,swimming,M,18,"FATAL, body not recovered",Y,1230,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",19421101,SOUTH AFRICA Western Cape Province Clifton,-33.941476,18.3738363
5095,12-Sep-1942,Unprovoked,treading,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,1630,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",19420912,"AUSTRALIA Queensland Trinity Beach, 17 km northwast of Cairns",-16.8777626,145.7499352
