,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure,na_wind_speed
1197,Unprovoked,snorkeling,M,26.0,Lacerations to right forearm,N,1800,"Tiger shark, 3m",19-Jan-2012,AUSTRALIA Western Australia Coral Bay,-23.1422976,113.7723112,86.4,0.0,11.5,1007.9,False
1199,Provoked,fishing,M,24.0,Bitten on left thigh     PROVOKED ACCIDENT,N,9999,"Blue shark, 70-kg blue shark",18-Jan-2012,TAIWAN Taitung  Taimali,22.6102278,121.0044631,70.6,0.0,4.0,1014.3,False
1200,Unprovoked,surfing,M,44.0,Lacerations to thigh,N,1645,"White shark, 2.7 m",18-Jan-2012,AUSTRALIA New South Wales Redhead Beach,-33.0204805,151.7091512,72.0,0.03,6.1,1016.2,False
1201,Unprovoked,swimming,M,25.0,FATAL,Y,1540,Thought to involve a bull shark,15-Jan-2012,"SOUTH AFRICA Eastern Cape Province Second Beach, Port St. Johns",-31.6495797,29.5187464,75.0,0.02,4.4,1018.2,False
1202,Unprovoked,surfing,M,53.0,"No injury, surfboard damaged",N,9999,White shark,13-Jan-2012,"USA Oregon Lincoln City, Lincoln County",44.95816440000001,-124.0178914,41.3,0.0,3.5,,False
1203,Unprovoked,surfing,M,28.0,Right forearm and wrist injured,N,2000,2 m shark,03-Jan-2012,AUSTRALIA New South Wales North Avoca Beach,-33.4608015,151.4379276,74.2,0.0,10.6,1016.4,False
1204,Unprovoked,spearfishing,M,34.0,"No injury, punctures to swim fin",N,0900,Allegedly a 4 m tiger shark,02-Jan-2012,AUSTRALIA Queensland Duranbah,-28.1675078,153.5519344,22.1,0.0,14.0,,False
1205,Unprovoked,no activity,M,,Hand injured,N,1800,Not Determined,31-Dec-2011,"USA Florida Jupiter, Palm Beach County",26.9372559,-80.07638469999999,19.5,0.0,5.0,1021.1,False
1207,Unprovoked,surfing,M,23.0,Lacerations to left thigh and calf,N,1800,Not Determined,25-Dec-2011,ECUADOR Santa Elena Barandúa Beach,-2.1610691,-80.7934798,80.2,0.0,7.3,,False
1208,Unprovoked,surfing,M,27.0,Laceration to ankle,N,1230,Not Determined,23-Dec-2011,USA Florida New Smyrna Beach,29.0258191,-80.9269984,22.0,0.0,6.8,1020.7,False
1209,Provoked,canoeing,M,,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N,9999,7' to 8' shark ,21-Dec-2011,"USA Hawaii Makahuena Point, Kauai",21.8717452,-159.4463529,23.1,2.3,34.9,,False
1211,Unprovoked,surfing,M,51.0,5 puncture wounds to thigh,N,0545,"White shark, 2.5m",11-Dec-2011,AUSTRALIA New South Wales Angourie,-29.47908,153.3600112,70.1,1.0,6.1,1004.1,False
1213,Unprovoked,surfing,M,14.0,Minor injuries to left leg ,N,9999,Wobbegong shark,07-Dec-2011,AUSTRALIA New South Wales Maroubra,-33.9495,151.2437,17.2,0.2,17.6,,False
1214,Unprovoked,surfing,F,,Minor injury to calf ,N,0900,Not Determined,06-Dec-2011,USA Oregon Seaside Cove,45.97489880000001,-123.9424796,2.7,0.0,4.7,1030.6,False
1216,Unprovoked,surfing,M,63.0,Torn shoulder ligament as result of collision with shark,N,0600,Not Determined,02-Dec-2011,AUSTRALIA New South Wales Broken Head,-28.7108362,153.5936066,67.7,0.0,19.6,1015.9,False
1217,Unprovoked,surfing,M,18.0,Lacerations to right hand,N,1330,Not Determined,29-Nov-2011,INDONESIA Bali Tabanan,-8.5375566,115.1246918,83.5,0.0,9.3,1007.0,False
1218,Unprovoked,swimming,M,10.0,Puncture marks to foot,N,1800,Wobbegong shark?,28-Nov-2011,AUSTRALIA Queensland Peregian,-26.4778277,153.0949192,77.2,0.0,7.3,1015.6,False
1221,Unprovoked,surfing,M,35.0,Legs bitten,N,9999,Not Determined,12-Nov-2011,"BRAZIL Pernambuco Punta Del Chifre Beach, Olinda",-8.024764,-34.8574256,80.2,0.0,12.3,,False
1222,Unprovoked,diving,M,42.0,Left foot bitten,N,0800,Not Determined,11-Nov-2011,REUNION Bois-Blanc  Sainte-Rose,-21.1969519,55.8203846,78.3,0.02,11.6,1018.3,False
1223,Unprovoked,surfing,M,27.0,"Lacerations to right wrist, foream & neck",N,9999,White shark,  29-Oct-2011,"USA California Marina State Beach, Monterey County",36.6963431,-121.8090743,57.6,0.0,3.4,1020.3,False
1225,Provoked,diving,Not Determined,,Arm bitten by captive shark PROVOKED INCIDENT,N,9999,Raggedtooth shark,  29-Oct-2011,"SOUTH AFRICA KwaZulu-Natal uShaka Aquarium, Durban",-29.8672537,31.0458542,68.3,0.05,6.1,1010.9,False
1226,Unprovoked,diving,M,32.0,FATAL,Y,1325,"White shark, 10'",22-Oct-2011,AUSTRALIA Western Australia Rottnest Island,-32.004113,115.5151009,68.1,0.25,10.7,1010.9,False
1227,Unprovoked,surfing,M,41.0,"No injury, shark bit surfboard",N,9999,"White shark, 15'",20-Oct-2011,"USA Oregon Newport, Lincoln County",44.6367836,-124.0534505,11.8,,6.0,,False
1228,Unprovoked,diving,M,50.0,Small bruise to calf,N,1600,"Port Jackson shark, 1m",19-Oct-2011,AUSTRALIA Victoria Elwood Beach,-37.8902265,144.9845562,68.8,0.0,15.1,1024.2,False
1229,Unprovoked,surfing,M,,Foot bitten,N,9999,3' shark,11-Oct-2011,USA Florida Cape Canaveral,28.3922182,-80.60771319999999,25.4,0.8,12.6,1009.7,False
1230,Unprovoked,surfing,M,,No injury,N,9999,10' to 12' shark,10-Oct-2011,USA Oregon Seaside,45.9931636,-123.9226385,13.6,5.6,16.9,1002.9,False
1231,Unprovoked,swimming,M,64.0,FATAL,Y,0810,Not Determined,09-Oct-2011,AUSTRALIA Western Australia Cottesloe Beach,-31.9938622,115.7510477,18.6,0.2,19.4,,False
1233,Unprovoked,fishing,M,,Minor injury to thigh,N,1800,Not Determined,02-Oct-2011,"USA Florida Santa Maria Island, Manatee County",27.5311474,-82.7334334,22.0,0.0,11.4,1015.4,False
1234,Unprovoked,no activity,M,29.0,Lacerations to right wrist and middle finger,N,9999,Not Determined,01-Oct-2011,"USA Alabama Gulf Shores, Baldwin County",30.2460361,-87.70081929999999,18.7,,10.0,,False
1236,Provoked,fishing,M,48.0,Severe injuries to left arm PROVOKED INCIDENT,N,9999,Not Determined,28-Sep-2011,DOMINICAN REPUBLIC Samaná Province Playa Jackson ,19.2614299,-69.7022203,79.4,0.16,4.7,1012.4,False
1237,Unprovoked,swimming,M,43.0,"Right leg severed, left leg lacerated",N,1225,White shark,28-Sep-2011,SOUTH AFRICA Western Cape Province Clovely Beach,-34.1324136,18.4392886,16.8,,14.2,,False
1238,Unprovoked,spearfishing,M,21.0,Laceration to left thigh,N,1500,"Bull shark, 6'",24-Sep-2011,"USA Florida Santa Maria Island, Manatee County",27.5311474,-82.7334334,27.9,,5.5,1012.7,False
1239,Unprovoked,,M,5.0,Laceration to left thigh,N,1000,Not Determined,24-Sep-2011,"USA South Carolina North Myrtle Beach, Horry County",33.8160058,-78.680016,24.5,,7.0,1014.6,False
1241,Unprovoked,boarding,M,38.0,FATAL,Y,1530,Not Determined,19-Sep-2011,REUNION Saint-Gilles Boucan-Canot,-21.0296208,55.22479629999999,21.9,0.0,23.5,1021.5,False
1242,Unprovoked,swimming,M,17.0,FATAL,Y,9999,Not Determined,17-Sep-2011,"KENYA Coast Province Mama Ngina Beach, Mombasa ",-4.078931,39.6706666,78.3,0.0,8.7,1014.6,False
1243,Unprovoked,surfing,M,25.0,Lacerations to arm,N,1100,4' to 6' shark,16-Sep-2011,USA Florida New Smyrna Beach,29.0258191,-80.9269984,26.8,0.0,4.7,1017.3,False
1244,Unprovoked,surfing,M,37.0,"No injury, board bitten",N,1220,Not Determined,11-Sep-2011,"USA California Samoa Beach, Humboldt County",40.80628129999999,-124.1991726,13.6,0.0,12.8,,False
1245,Unprovoked,,M,30.0,Lacerations to right leg,N,1800,"Tiger shark, 2m",11-Sep-2011,"PAPUA NEW GUINEA Central Province Hula, near Port Moresby",-10.0948154,147.727522,79.5,0.04,14.2,1010.4,False
1246,Unprovoked,surfing,Not Determined,,"No injury, shark bit surfboard",N,1300,Not Determined,04-Sep-2011,"USA Hawaii Nimitz State Beach, Oahu",21.2805061,-157.8366726,26.8,0.0,13.7,1016.5,False
1247,Unprovoked,boarding,M,21.0,FATAL,Y,1326,White shark,04-Sep-2011,AUSTRALIA Western Australia  Bunker Bay,-33.5426804,115.0391851,58.4,0.01,13.1,1021.8,False
1248,Unprovoked,surfing,M,19.0,Lacerations to ankle & foot,N,1100,"6' shark, possibly a blactip or spinner shark",02-Sep-2011,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,26.5,0.0,7.2,1016.1,False
1249,Unprovoked,surfing,M,19.0,Lacerations to lower leg,N,1100,6' shark,31-Aug-2011,USA Florida Crescent Beach St. Johns County,29.76886,-81.2536786,27.4,,8.6,1017.6,False
1251,Unprovoked,fishing,F,39.0,"Lacerations to anterior left shin, abrasion to posteior right leg",N,1900,Not Determined,28-Aug-2011,"USA Texas Grass Island, Aransas County",28.3202836,-96.6405368,87.1,0.0,6.8,1009.0,False
1252,Unprovoked,collecting,M,,Superficial laceration to shoulder,N,0800,Not Determined,26-Aug-2011,RUSSIA Primorsky Krai Slavyanka,42.8624479,131.3893686,71.0,0.05,3.6,1018.1,False
1253,Unprovoked,surfing,M,21.0,Lacerations to foot,N,9999,Not Determined,24-Aug-2011,"USA North Carolina Buxton Beach, Dare County",35.2688839,-75.5394136,79.2,0.01,6.9,1017.7,False
1254,Unprovoked,no activity,M,10.0,Heel bitten,N,1530,Not Determined,24-Aug-2011,USA North Carolina Holden Beach. Brunswick County,33.9139209,-78.26938849999999,79.1,0.82,5.5,1016.2,False
1255,Unprovoked,surfing,M,49.0,FATAL,Y,0911,"White shark, >6'",23-Aug-2011,"SOUTH AFRICA Western Cape Province Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",-34.0506405,23.3776047,56.6,0.79,8.4,1013.7,False
1256,Unprovoked,swimming,M,16.0,"Lacerations to hip, thigh and knee",N,9999,Not Determined,18-Aug-2011,"RUSSIA Peter the Great Bay, Khasan, Primorsky Krai (Far East) Zheltukhin Island",42.4241158,130.651644,68.0,0.0,2.5,1006.8,False
1257,Unprovoked,wading,F,20.0,Lacerations to foot,N,1700,Possibly a 5' to 6' sandtiger shark,17-Aug-2011,"USA North Carolina Kure Beach, New Hanover County",33.9968399,-77.90720809999999,25.4,0.0,7.2,,False
1259,Unprovoked,swimming,M,25.0,Hands severed,N,1800,4 m shark,17-Aug-2011,"RUSSIA Telyakovsky Bay, Khasan,  Primorsky Krai (Far East) Vityaz",42.4241158,130.651644,69.6,0.08,4.6,1005.3,False
1260,Unprovoked,surfing,M,32.0,"No injury, board bitten",N,1530,Grey reef shark ,16-Aug-2011,"FRENCH POLYNESIA Society Islands Teahupoo, Tahiti",-17.8655954,-149.2224948,76.6,0.0,4.7,1015.1,False
1261,Unprovoked,floating,M,27.0,Lacerations to  lower right leg and foot,N,1500,Not Determined,16-Aug-2011,USA Puerto Rico  Vieques,18.1262854,-65.44009849999999,84.1,0.25,12.1,1014.3,False
1262,Unprovoked,,M,30.0,FATAL,Y,1630,"Bull shark, 6'",16-Aug-2011,SEYCHELLES Praslin Anse Lazio ,-4.2956808,55.7043702,80.4,0.04,13.7,1011.5,False
1264,Unprovoked,swimming,M,54.0,Lower right leg bitten,N,1400,Not Determined,11-Aug-2011,USA North Carolina Beaufort Inlet,34.6937732,-76.6663185,84.9,0.0,5.9,1010.1,False
1265,Unprovoked,diving,M,36.0,FATAL,Y,1530,Not Determined,01-Aug-2011,SEYCHELLES Praslin Anse Lazio ,-4.2956808,55.7043702,81.8,0.29,17.6,1011.0,False
1268,Unprovoked,fishing,M,,"No injury, shark bit boot",N,1500,Not Determined,25-Jul-2011,"USA New Jersey Egg Harbor, Atlantic County",39.3822537,-74.6166192,77.6,0.0,6.0,1011.3,False
1269,Unprovoked,surfing,M,29.0,Upper left arm & right leg bitten,N,1000,"White shark, 3m to 4m",22-Jul-2011,"SOUTH AFRICA Eastern Cape Province Cintza Beach, East London",-33.0356,27.844005,56.3,0.0,5.8,1025.5,False
1270,Unprovoked,boarding,F,6.0,Lower right leg & foot bitten,N,1730,Not Determined,19-Jul-2011,"USA North Carolina Ocracoke Island, Hyde County",35.1146152,-75.9810097,81.6,0.0,8.9,1013.2,False
1272,Unprovoked,fishing,M,,Lacerations to left foot,N,2030,Not Determined,13-Jul-2011,"USA Texas South Padre Island, Cameron County",26.1118401,-97.1681257,29.0,0.0,14.0,1012.9,False
1273,Unprovoked,diving,M,54.0,Injuries to arm,N,1230,Not Determined,13-Jul-2011,BAHAMAS Grand Bahama Island Off Lucaya,26.5127944,-78.6399542,83.7,0.0,7.8,1015.4,False
1274,Unprovoked,swimming,M,12.0,Foot bitten,N,1700,Not Determined,07-Jul-2011,"USA Texas Sunday Beach, Matagorda Island, Calhoun  County",28.3593479,-96.3997361,83.5,0.07,6.7,1013.0,False
1275,Unprovoked,fishing,M,14.0,Lacerations to right foot,N,9999,Not Determined,07-Jul-2011,"USA Texas Mustang Island, Nueces County",27.7103944,-97.1628647,29.6,0.0,14.7,1012.5,False
1276,Unprovoked,surfing,M,16.0,Minor injuries: scratches on nose & ankle. Board broken in two,N,1450,Not Determined,06-Jul-2011,REUNION Saint-Gilles Roches Noires,-21.0536395,55.223504,71.3,0.0,6.9,1016.2,False
1277,Unprovoked,kayaking,M,17.0,"Right arm bitten, defense wounds to left hand",N,1030,Not Determined,05-Jul-2011,"COLUMBIA Sucre Libertad, San Onofre",9.74084,-75.519872,84.0,1.13,3.6,1009.4,False
1278,Unprovoked,snorkeling,M,28.0,Lacerations to left shoulder and back,N,1330,Not Determined,30-Jun-2011,TURKS & CAICOS Middle Caicos Mudjin Harbor,21.8356876,-71.8139877,85.6,0.0,15.2,,False
1279,Unprovoked,surfing,M,21.0,Lacerations to right thigh,N,1000,Not Determined,29-Jun-2011,BRAZIL Pernambuco Praia do Pina,-8.095158699999999,-34.8820633,23.8,,12.5,,False
1280,Unprovoked,diving,M,22.0,Severe lacerations to hands and  left leg,N,1200,"Bull shark, 3m female",28-Jun-2011,SOUTH AFRICA KwaZulu-Natal Aliwal Shoal,-30.25,30.8166667,57.2,0.01,5.0,1014.7,False
1281,Unprovoked,,F,10.0,Ankle bitten,N,1800,"Bull shark, 6'",26-Jun-2008,"USA North Carolina North Topsail Beach, Onslow County",34.4901665,-77.43163,27.6,0.0,13.2,1018.7,False
1282,Unprovoked,surfing,M,,Shark leapt onto surfboard; surfer uninjured ,N,1330,"White shark, 5' k",24-Jun-2011,"USA California San Onofre State Beach, San Diego County",33.3728077,-117.5656012,17.4,0.0,20.9,1020.7,False
1283,Unprovoked,,M,20.0,Lacerations to foot and ankle,N,1800,Not Determined,21-Jun-2011,"USA Florida Perdido Key, Escambia County",30.3035037,-87.42731719999999,29.9,0.0,14.4,1014.9,False
1284,Unprovoked,spearfishing,M,35.0,Right calf bitten,N,9999,5' shark,19-Jun-2011,TURKS & CAICOS Caicos Bank French Cay,21.5833333,-71.9166667,85.6,0.0,10.7,,False
1285,Unprovoked,surfing,M,15.0,FATAL,Y,1215,Not Determined,19-Jun-2011,COSTA RICA Guanacaste Playa Grande,10.323483,-85.8419052,75.1,0.0,3.6,1011.2,False
1286,Unprovoked,boarding,M,31.0,FATAL,Y,1730,Not Determined,15-Jun-2011,REUNION Saint-Gilles-les-Bains Boucan-Canot,-21.0315639,55.2273017,23.4,0.5,19.1,1018.6,False
1288,Unprovoked,diving,M,28.0,Lacerations to right calf,N,1430,"Blacktip shark, 4'",12-Jun-2011,"USA Florida Off Jupiter Inlet, Palm Beach County",26.9478705,-80.07444579999999,28.1,0.0,9.0,1013.7,False
1290,Unprovoked,spearfishing,M,28.0,"No injury, minor damage to wetsuit",N,9999,"Sevengill shark, 6' to 8'",06-Jun-2011,"USA California La Jolla, San Diego County",32.8328112,-117.2712717,17.4,0.0,11.9,1016.3,False
1291,Unprovoked,wading,M,19.0,Puncture wound to calf,N,1200,3' to 4' shark,06-Jun-2011,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,25.6,0.0,7.2,1013.6,False
1292,Unprovoked,snorkeling,F,,Laceration to dorsum of right foot,N,9999,Blacktip reef shark ,01-Jun-2011,MALAYSIA Kedah Palau Payar,6.1680728,99.9558105,80.6,0.98,3.1,1008.9,False
1293,Unprovoked,standing,F,22.0,Lacerations & punctures to right thigh ,N,1500,Not Determined,30-May-2011,"USA Texas Follett's Island, Brazoria County",29.0424663,-95.1696535,28.6,0.0,26.1,,False
1294,Unprovoked,surfing,M,33.0,"No injury, board bumped by shark",N,9999,White shark,29-May-2011,SOUTH AFRICA Western Cape Province Robberg Beach,-34.0851121,23.3214009,53.3,0.0,7.7,1012.4,False
1295,Unprovoked,surfing,F,,"No injury, board bitten",N,1315,"Tiger shark, 10'",25-May-2011,"USA Hawaii Lyman Beach, Kailua-Kona",19.603239,-155.9742889,25.5,0.0,9.7,1017.0,False
1296,Unprovoked,boarding,F,,"No injury, board bitten",N,1200,Tiger shark,22-May-2011,"USA Hawaii Lyman Beach, Kailua-Kona",19.603239,-155.9742889,25.2,0.0,11.4,1017.5,False
1297,Unprovoked,spearfishing,M,28.0,"Thigh bitten, FATAL",Y,1200,Zambesi shark,21-May-2011,SOUTH AFRICA KwaZulu-Natal Levan Point,32.2675423,-110.9433522,23.5,0.0,7.9,1010.1,False
1298,Unprovoked,surfing,M,86.0,Lacerations to left foot & ankle,N,1530,Not Determined,13-May-2011,"USA Florida Ponte Vedra Beach, St Johns County",30.2400058,-81.3852595,27.2,0.0,11.2,1011.7,False
1299,Unprovoked,boarding,M,15.0,"Thigh bitten, FATAL",Y,1100," Tiger shark, 2.8m",21-May-2011,NEW CALEDONIA North Province Kendec,-20.6666667,164.25,72.1,0.08,4.2,1017.9,False
1300,Unprovoked,surfing,M,37.0,Minor injury; puncture wounds to calf,N,0630,Not Determined,13-May-2011,"USA Florida Ormond Beach, Volusia County",29.2858129,-81.0558894,25.1,0.8,9.4,1012.6,False
1301,Provoked,fishing,M,,Laceration to arm by captive shark PROVOKED INCIDENT,N,9999,"Sandbar shark, 8'",10-May-2011,USA Florida Miami,25.7616798,-80.1917902,27.2,0.0,13.7,1014.0,False
1303,Unprovoked,spearfishing,M,37.0,Calf bitten,N,9999,Not Determined,04-May-2011,SOUTH AFRICA KwaZulu-Natal Palm Beach,-30.9784875,30.2714642,69.4,0.15,6.7,1021.8,False
1304,Unprovoked,spearfishing,M,32.0,Calf bitten,N,9999,"Bull shark, 12'",26-Apr-2011,"USA Florida Riviera Beach, Palm Beach County",26.767379,-80.0699693,28.3,0.0,20.5,1013.2,False
1305,Unprovoked,washing,M,17.0,Heel bitten,N,1500,"reef shark, 1.5m",23-Apr-2011,AUSTRALIA Western Australia Red Bluffs,-18.8,126.4666667,78.8,0.0,5.8,1012.0,False
1306,Unprovoked,surfing,M,49.0,Minor puncture wounds,N,1530,1' to 2' shark,22-Apr-2011,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,22.9,0.0,7.6,1020.3,False
1307,Unprovoked,surfing,M,41.0,Puncture to left hand,N,1800,possibly a bronze whaler shark,16-Apr-2011,NEW ZEALAND South Island Snapper Point,34.0443373,-118.4201038,20.9,0.0,9.7,1010.8,False
1308,Unprovoked,surfing,M,,Lacerations to forearm,N,0800," Bull shark, 2.5 m",13-Apr-2011,INDONESIA Bali Balian,-8.503113299999999,114.9655596,80.3,1.61,3.4,1009.6,False
1309,Unprovoked,diving,M,27.0,Minor injuries to left leg and hand,N,1800,Not Determined,08-Apr-2011,"FIJI Vitu Levu Malake Island, Ra Province",-17.320139,178.1413387,77.8,1.42,3.6,1012.4,False
1311,Unprovoked,swimming,F,,Lower leg & foot bitten,N,9999,Bull shark,24-Mar-2011,"MEXICO Quintana Roo Gaviotas Beach, Cancun",21.1333959,-86.7421964,75.9,0.0,6.9,1013.8,False
1312,Unprovoked,surfing,M,48.0,Severe injury to left forearm,N,1745,"Bull shark, 2.5m",23-Mar-2011,AUSTRALIA New South Wales Crowdy Head,-31.8401787,152.7508448,74.5,0.0,5.9,1002.6,False
1315,Unprovoked,wakeboarding,F,24.0,"Severe injuries to head, neck, shoulder & upper left arm",N,1300,3 m to 4 m shark,16-Mar-2011,"AUSTRALIA New South Wales Jimmys Beach, Port Stephens",-32.6790132,152.1762756,71.1,0.0,5.7,1017.1,False
1317,Unprovoked,surfing,M,,"No injury, surboard broken",N,9999,Not Determined,10-Mar-2011,"AUSTRALIA New South Wales Tallow Beach, Byron Bay",-28.6538963,153.6272755,74.0,0.09,7.9,1015.1,False
1319,Unprovoked,spearfishing,M,21.0,Lacerations to left forearm,N,1200,1.5 m shark,23-Feb-2011,"NEW CALEDONIA  Loyalty Islands Bay of Bweedro, Ouvéa",-20.6543997,166.5353028,75.8,0.4,3.9,1005.1,False
1320,Unprovoked,surfing,M,32.0,Left leg severed at the knee,N,1500,Not Determined,18-Feb-2011,REUNION Saint Gilles  Trois-Roches,-21.049672,55.2220787,81.3,0.53,8.5,1006.0,False
1321,Unprovoked,diving,M,49.0,FATAL,Y,1820,White shark x 2,17-Feb-2011,AUSTRALIA South Australia Off Perforated Island near Coffin Bay,-34.726845,135.1582224,67.0,0.0,16.4,1013.6,False
1322,Provoked,fishing,M,,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,1040,1 m shark,13-Feb-2011,AUSTRALIA Queensland Sunshine Beach,-26.4041711,153.1022382,77.4,0.0,10.4,1013.7,False
1323,Unprovoked,snorkeling,M,58.0,Arm bitten,N,1500,Not Determined,12-Feb-2011,AUSTRALIA Western Australia Exmouth,-21.9323088,114.1278654,28.7,,13.3,,False
1325,Unprovoked,fishing,M,37.0,Right leg bitten,N,9999,Not Determined,02-Feb-2011,"SOUTH AFRICA Eastern Cape Province Sundays River Mouth, Port Elizabeth",-33.0836832,25.0637068,74.8,0.01,10.2,1017.2,False
1326,Unprovoked,swimming,F,38.0,"Leg, forearm & hand severely bitten",N,1200,6' shark,31-Jan-2011,MEXICO Quintana Roo Cancun,21.161908,-86.8515279,72.1,0.0,5.3,1016.7,False
1327,Provoked,fishing,M,25.0,Left eg bitten PROVOKED INCIDENT,N,9999,Not Determined,28-Jan-2011,MEXICO Colima Revillagigedo Islands,18.8368255,-112.7727754,,0.0,,,False
1330,Unprovoked,surfing,M,16.0,FATAL,Y,1230,Not Determined,15-Jan-2011,"SOUTH AFRICA Eastern Cape Province Second Beach, Port St. John's",-31.6409371,29.5299196,71.6,0.92,7.7,1015.1,False
1333,Unprovoked,boarding,M,16.0,"Lacerations to his lower left leg, calf, foot & ankle",N,1535,6' shark,26-Dec-2010,"USA Hawaii  Kahului, Maui",20.8893351,-156.4729469,24.1,1.3,12.2,1012.8,False
1334,Unprovoked,surfing,M,,Lacerations to  foot,N,9999,Not Determined,17-Dec-2010,FIJI Vitu Levu Sigatoka,-18.1416372,177.5074315,79.3,0.91,5.0,1010.6,False
1335,Unprovoked,surfing,M,46.0,Lacerations to right foot,N,1351,Not Determined,11-Dec-2010,"USA Hawaii Tavares Bay, Maui",20.9217152,-156.3738379,22.9,0.0,11.2,1014.9,False
1336,Unprovoked,snorkeling,F,70.0,FATAL,Y,1200,"Oceanic whitetip shark, 2.5m ",05-Dec-2010,"EGYPT South Sinai Peninsula Middle Garden, Sharm el-Shiekh",27.956304,34.392363,74.6,0.0,7.2,1012.7,False
1338,Unprovoked,snorkeling,M,54.0,Both arms severely bitten,N,1100,Mako shark ,01-Dec-2010,"EGYPT South Sinai Peninsula Ras Nasrani, Sharm el-Sheikh",27.9642893,34.4173373,74.4,0.0,8.1,1017.2,False
1339,Unprovoked,snorkeling,M,46.0,Lacerations to right leg,N,1055,Mako shark,01-Dec-2010,"EGYPT South Sinai Peninsula Ras Nasrani, Sharm el-Sheikh",27.9642893,34.4173373,74.4,0.0,8.1,1017.2,False
